,rate
2141,4.0
2142,5.0
2143,4.0
2144,4.0
2145,4.0
2146,4.0
2147,5.0
2148,5.0
2149,5.0
2150,4.0
2151,5.0
2152,5.0
2153,3.0
2154,5.0
2155,5.0
2156,5.0
2157,4.0
2158,3.0
2159,2.0
2160,5.0
2161,5.0
2162,5.0
2163,5.0
2164,5.0
2165,5.0
2166,5.0
2167,5.0
2168,5.0
2169,5.0
2170,3.0
2171,5.0
2172,4.0
2173,4.0
2174,5.0
2175,5.0
2176,5.0
2177,5.0
2178,4.0
2179,5.0
2180,4.0
2181,3.0
2182,4.0
2183,5.0
2184,4.0
2185,5.0
2186,5.0
2187,5.0
2188,5.0
2189,4.0
2190,4.0
2191,5.0
2192,4.0
2193,4.0
2194,5.0
2195,5.0
2196,5.0
2197,5.0
2198,4.0
2199,4.0
2200,5.0
2201,5.0
2202,5.0
2203,4.0
2204,5.0
2205,4.0
2206,5.0
2207,5.0
2208,5.0
2209,5.0
2210,5.0
2211,5.0
2212,5.0
2213,5.0
2214,5.0
2215,4.0
2216,5.0
2217,5.0
2218,5.0
2219,4.0
2220,5.0
2221,5.0
2222,5.0
2223,5.0
2224,5.0
2225,2.0
2226,5.0
2227,2.0
2228,5.0
2229,4.0
2230,5.0
2231,4.0
2232,5.0
2233,4.0
2234,5.0
2235,5.0
2236,4.0
2237,5.0
2238,5.0
2239,4.0
2240,1.0
2241,5.0
2242,4.0
2243,5.0
2244,5.0
2245,5.0
2246,5.0
2247,5.0
2248,5.0
2249,4.0
2250,3.0
2251,5.0
2252,5.0
2253,3.0
2254,4.0
2255,5.0
2256,5.0
2257,5.0
2258,5.0
2259,4.0
2260,5.0
2261,4.0
2262,5.0
2263,5.0
2264,5.0
2265,4.0
2266,4.0
2267,5.0
2268,5.0
2269,5.0
2270,5.0
2271,5.0
2272,5.0
2273,4.0
2274,5.0
2275,4.0
2276,4.0
2277,5.0
2278,5.0
2279,5.0
2280,5.0
2281,4.0
2282,5.0
2283,4.0
2284,5.0
2285,4.0
2286,5.0
2287,5.0
2288,4.0
2289,5.0
2290,2.0
2291,4.0
2292,4.0
2293,4.0
2294,5.0
2295,5.0
2296,5.0
2297,5.0
2298,5.0
2299,5.0
2300,5.0
2301,4.0
2302,4.0
2303,5.0
2304,5.0
2305,5.0
2306,5.0
2307,5.0
2308,5.0
2309,2.0
2310,5.0
2311,5.0
2312,5.0
2313,4.0
2314,2.0
2315,5.0
2316,4.0
2317,3.0
2318,4.0
2319,5.0
2320,4.0
2321,5.0
2322,3.0
2323,5.0
2324,3.0
2325,5.0
2326,5.0
2327,5.0
2328,3.0
2329,5.0
2330,4.0
2331,5.0
2332,5.0
2333,5.0
2334,5.0
2335,5.0
2336,4.0
2337,5.0
2338,4.0
2339,5.0
2340,5.0
2341,5.0
2342,5.0
2343,4.0
2344,5.0
2345,5.0
2346,5.0
2347,5.0
2348,3.0
2349,5.0
2350,5.0
2351,4.0
2352,5.0
2353,5.0
2354,5.0
2355,5.0
2356,3.0
2357,5.0
2358,3.0
2359,5.0
2360,5.0
2361,3.0
2362,5.0
2363,5.0
2364,5.0
2365,5.0
2366,5.0
2367,4.0
2368,5.0
2369,5.0
2370,5.0
2371,4.0
2372,4.0
2373,5.0
2374,4.0
2375,5.0
2376,5.0
2377,4.0
2378,5.0
2379,5.0
2380,3.0
2381,4.0
2382,4.0
2383,5.0
2384,5.0
2385,2.0
2386,5.0
2387,5.0
2388,2.0
2389,5.0
2390,4.0
2391,4.0
2392,5.0
2393,5.0
2394,4.0
2395,5.0
2396,5.0
2397,4.0
2398,4.0
2399,4.0
2400,3.0
2401,4.0
2402,5.0
2403,4.0
2404,5.0
2405,5.0
2406,5.0
2407,5.0
2408,5.0
2409,5.0
2410,5.0
2411,5.0
2412,5.0
2413,5.0
2414,3.0
2415,5.0
2416,5.0
2417,5.0
2418,5.0
2419,5.0
2420,5.0
2421,5.0
2422,5.0
2423,4.0
2424,4.0
2425,5.0
2426,5.0
2427,5.0
2428,5.0
2429,5.0
2430,5.0
2431,5.0
2432,5.0
2433,5.0
2434,5.0
2435,5.0
2436,5.0
2437,4.0
2438,4.0
2439,4.0
2440,5.0
2441,5.0
2442,5.0
2443,4.0
2444,5.0
2445,4.0
2446,5.0
2447,4.0
2448,5.0
2449,5.0
2450,5.0
2451,5.0
2452,5.0
2453,5.0
2454,5.0
2455,5.0
2456,5.0
2457,4.0
2458,4.0
2459,5.0
2460,5.0
2461,5.0
2462,5.0
2463,5.0
2464,5.0
2465,5.0
2466,5.0
2467,5.0
2468,4.0
2469,5.0
2470,5.0
2471,5.0
2472,5.0
2473,5.0
2474,5.0
2475,5.0
2476,4.0
2477,5.0
2478,5.0
2479,5.0
2480,5.0
2481,5.0
2482,5.0
2483,5.0
2484,4.0
2485,3.0
2486,3.0
2487,5.0
2488,5.0
2489,5.0
2490,5.0
2491,5.0
2492,4.0
2493,5.0
2494,5.0
2495,4.0
2496,5.0
2497,5.0
2498,5.0
2499,5.0
2500,3.0
2501,5.0
2502,5.0
2503,4.0
2504,4.0
2505,5.0
2506,5.0
2507,3.0
2508,5.0
2509,5.0
2510,5.0
2511,4.0
2512,5.0
2513,5.0
2514,5.0
2515,4.0
2516,4.0
2517,5.0
2518,5.0
2519,5.0
2520,5.0
2521,3.0
2522,5.0
2523,5.0
2524,5.0
2525,5.0
2526,5.0
2527,5.0
2528,5.0
2529,3.0
2530,5.0
2531,4.0
2532,5.0
2533,5.0
2534,4.0
2535,5.0
2536,4.0
2537,5.0
2538,5.0
2539,5.0
2540,5.0
2541,3.0
2542,5.0
2543,5.0
2544,5.0
2545,5.0
2546,3.0
2547,5.0
2548,5.0
2549,5.0
2550,4.0
2551,1.0
2552,5.0
2553,5.0
2554,5.0
2555,4.0
2556,5.0
2557,5.0
2558,5.0
2559,5.0
2560,5.0
2561,5.0
2562,5.0
2563,5.0
2564,5.0
2565,5.0
2566,5.0
2567,5.0
2568,5.0
2569,5.0
2570,5.0
2571,5.0
2572,5.0
2573,5.0
2574,5.0
2575,5.0
2576,3.0
2577,5.0
2578,5.0
2579,3.0
2580,5.0
2581,5.0
2582,5.0
2583,3.0
2584,5.0
2585,5.0
2586,5.0
2587,4.0
2588,5.0
2589,4.0
2590,5.0
2591,5.0
2592,5.0
2593,5.0
2594,5.0
2595,5.0
2596,4.0
2597,4.0
2598,5.0
2599,5.0
2600,5.0
2601,5.0
2602,5.0
2603,5.0
2604,4.0
2605,4.0
2606,5.0
2607,3.0
2608,5.0
2609,4.0
2610,5.0
2611,5.0
2612,5.0
2613,5.0
2614,4.0
2615,3.0
2616,5.0
2617,4.0
2618,5.0
2619,1.0
2620,5.0
2621,5.0
2622,5.0
2623,5.0
2624,5.0
2625,3.0
2626,4.0
2627,5.0
2628,5.0
2629,5.0
2630,2.0
2631,4.0
2632,4.0
2633,3.0
2634,4.0
2635,4.0
2636,4.0
2637,5.0
2638,5.0
2639,4.0
2640,5.0
2641,5.0
2642,5.0
2643,4.0
2644,5.0
2645,5.0
2646,4.0
2647,4.0
2648,5.0
2649,5.0
2650,5.0
2651,5.0
2652,4.0
2653,5.0
2654,4.0
2655,5.0
2656,5.0
2657,5.0
2658,5.0
2659,5.0
2660,5.0
2661,5.0
2662,5.0
2663,5.0
2664,4.0
2665,5.0
2666,4.0
2667,4.0
2668,5.0
2669,1.0
2670,5.0
2671,4.0
2672,5.0
2673,4.0
2674,5.0
2675,5.0
2676,2.0
2677,4.0
2678,4.0
2679,5.0
2680,5.0
2681,3.0
2682,5.0
2683,5.0
2684,5.0
2685,5.0
2686,5.0
2687,5.0
2688,5.0
2689,4.0
2690,5.0
2691,5.0
2692,5.0
2693,5.0
2694,5.0
2695,5.0
2696,4.0
2697,5.0
2698,5.0
2699,4.0
2700,5.0
2701,5.0
2702,5.0
2703,5.0
2704,4.0
2705,5.0
2706,4.0
2707,5.0
2708,5.0
2709,5.0
2710,5.0
2711,5.0
2712,5.0
2713,5.0
2714,5.0
2715,5.0
2716,5.0
2717,4.0
2718,5.0
2719,4.0
2720,4.0
2721,4.0
2722,5.0
2723,5.0
2724,5.0
2725,4.0
2726,5.0
2727,5.0
2728,5.0
2729,5.0
2730,5.0
2731,5.0
2732,5.0
2733,5.0
2734,5.0
2735,5.0
2736,5.0
2737,5.0
2738,5.0
2739,5.0
2740,5.0
2741,3.0
2742,5.0
2743,5.0
2744,5.0
2745,5.0
2746,5.0
2747,5.0
2748,5.0
2749,5.0
2750,4.0
2751,4.0
2752,5.0
2753,4.0
2754,4.0
2755,5.0
2756,5.0
2757,5.0
2758,5.0
2759,5.0
2760,5.0
2761,5.0
2762,5.0
2763,5.0
2764,5.0
2765,5.0
2766,5.0
2767,5.0
2768,5.0
2769,5.0
2770,3.0
2771,5.0
2772,4.0
2773,3.0
2774,5.0
2775,4.0
2776,4.0
2777,5.0
2778,5.0
2779,5.0
2780,5.0
2781,5.0
2782,5.0
2783,5.0
2784,5.0
2785,5.0
2786,5.0
2787,5.0
2788,5.0
2789,5.0
2790,5.0
2791,3.0
2792,5.0
2793,5.0
2794,4.0
2795,5.0
2796,3.0
2797,5.0
2798,5.0
2799,5.0
2800,5.0
2801,5.0
2802,4.0
2803,2.0
2804,5.0
2805,5.0
2806,5.0
2807,5.0
2808,4.0
2809,3.0
2810,5.0
2811,5.0
2812,5.0
2813,3.0
2814,5.0
2815,5.0
2816,3.0
2817,5.0
2818,3.0
2819,5.0
2820,5.0
2821,5.0
2822,4.0
2823,5.0
2824,4.0
2825,5.0
2826,5.0
2827,5.0
2828,4.0
2829,5.0
2830,4.0
2831,5.0
2832,5.0
2833,5.0
2834,5.0
2835,5.0
2836,5.0
2837,5.0
2838,5.0
2839,5.0
2840,5.0
2841,5.0
2842,5.0
2843,5.0
2844,5.0
2845,4.0
2846,5.0
2847,5.0
2848,5.0
2849,5.0
2850,5.0
2851,5.0
2852,4.0
2853,5.0
2854,4.0
2855,5.0
2856,5.0
2857,5.0
2858,3.0
2859,5.0
2860,5.0
2861,4.0
2862,4.0
2863,4.0
2864,4.0
2865,5.0
2866,5.0
2867,5.0
2868,5.0
2869,5.0
2870,5.0
2871,4.0
2872,5.0
2873,4.0
2874,5.0
2875,5.0
2876,4.0
2877,4.0
2878,5.0
2879,5.0
2880,5.0
2881,4.0
2882,5.0
2883,5.0
2884,5.0
2885,4.0
2886,5.0
2887,5.0
2888,5.0
2889,3.0
2890,5.0
2891,5.0
2892,5.0
2893,5.0
2894,5.0
2895,5.0
2896,5.0
2897,3.0
2898,4.0
2899,4.0
2900,5.0
2901,5.0
2902,5.0
2903,4.0
2904,5.0
2905,4.0
2906,5.0
2907,5.0
2908,5.0
2909,5.0
2910,5.0
2911,5.0
2912,4.0
2913,4.0
2914,3.0
2915,5.0
2916,5.0
2917,5.0
2918,5.0
2919,4.0
2920,4.0
2921,5.0
2922,5.0
2923,5.0
2924,5.0
2925,4.0
2926,5.0
2927,5.0
2928,4.0
2929,5.0
2930,5.0
2931,5.0
2932,3.0
2933,4.0
2934,5.0
2935,5.0
2936,4.0
2937,5.0
2938,4.0
2939,5.0
2940,5.0
2941,5.0
2942,5.0
2943,5.0
2944,5.0
2945,5.0
2946,5.0
2947,4.0
2948,5.0
2949,4.0
2950,5.0
2951,4.0
2952,5.0
2953,4.0
2954,5.0
2955,5.0
2956,4.0
2957,5.0
2958,5.0
2959,4.0
2960,4.0
2961,5.0
2962,4.0
2963,4.0
2964,5.0
2965,5.0
2966,5.0
2967,2.0
2968,5.0
2969,5.0
2970,3.0
2971,5.0
2972,5.0
2973,4.0
2974,4.0
2975,5.0
2976,5.0
2977,3.0
2978,5.0
2979,5.0
2980,5.0
2981,4.0
2982,5.0
2983,5.0
2984,5.0
2985,5.0
2986,5.0
2987,5.0
2988,4.0
2989,2.0
2990,5.0
2991,5.0
2992,5.0
2993,5.0
2994,4.0
2995,5.0
2996,5.0
2997,5.0
2998,4.0
2999,4.0
3000,1.0
3001,4.0
3002,5.0
3003,5.0
3004,5.0
3005,5.0
3006,5.0
3007,5.0
3008,5.0
3009,5.0
3010,3.0
3011,5.0
3012,5.0
3013,5.0
3014,5.0
3015,5.0
3016,5.0
3017,4.0
3018,4.0
3019,4.0
3020,5.0
3021,5.0
3022,5.0
3023,4.0
3024,5.0
3025,5.0
3026,5.0
3027,5.0
3028,5.0
3029,5.0
3030,5.0
3031,5.0
3032,5.0
3033,5.0
3034,5.0
3035,4.0
3036,5.0
3037,5.0
3038,5.0
3039,4.0
3040,5.0
3041,5.0
3042,5.0
3043,5.0
3044,5.0
3045,5.0
3046,5.0
3047,5.0
3048,4.0
3049,4.0
3050,5.0
3051,5.0
3052,4.0
3053,5.0
3054,5.0
3055,1.0
3056,4.0
3057,5.0
3058,4.0
3059,5.0
3060,5.0
3061,5.0
3062,1.0
3063,5.0
3064,5.0
3065,1.0
3066,5.0
3067,5.0
3068,5.0
3069,5.0
3070,5.0
3071,5.0
3072,5.0
3073,5.0
3074,4.0
3075,5.0
3076,4.0
3077,5.0
3078,4.0
3079,5.0
3080,5.0
3081,5.0
3082,5.0
3083,5.0
3084,5.0
3085,5.0
3086,5.0
3087,5.0
3088,4.0
3089,5.0
3090,4.0
3091,5.0
3092,4.0
3093,5.0
3094,5.0
3095,4.0
3096,3.0
3097,5.0
3098,4.0
3099,5.0
3100,5.0
3101,4.0
3102,4.0
3103,5.0
3104,4.0
3105,5.0
3106,5.0
3107,5.0
3108,5.0
3109,5.0
3110,5.0
3111,4.0
3112,4.0
3113,5.0
3114,5.0
3115,5.0
3116,5.0
3117,4.0
3118,3.0
3119,5.0
3120,5.0
3121,5.0
3122,3.0
3123,5.0
3124,5.0
3125,5.0
3126,5.0
3127,5.0
3128,5.0
3129,5.0
3130,5.0
3131,5.0
3132,5.0
3133,5.0
3134,5.0
3135,5.0
3136,5.0
3137,5.0
3138,4.0
3139,5.0
3140,4.0
3141,4.0
3142,5.0
3143,5.0
3144,5.0
3145,5.0
3146,5.0
3147,5.0
3148,3.0
3149,4.0
3150,5.0
3151,4.0
3152,5.0
3153,4.0
3154,5.0
3155,5.0
3156,5.0
3157,5.0
3158,4.0
3159,5.0
3160,3.0
3161,5.0
3162,5.0
3163,5.0
3164,4.0
3165,5.0
3166,5.0
3167,5.0
3168,5.0
3169,5.0
3170,4.0
3171,4.0
3172,4.0
3173,5.0
3174,4.0
3175,5.0
3176,5.0
3177,4.0
3178,5.0
3179,4.0
3180,5.0
3181,5.0
3182,5.0
3183,5.0
3184,4.0
3185,3.0
3186,5.0
3187,5.0
3188,4.0
3189,5.0
3190,5.0
3191,4.0
3192,4.0
3193,3.0
3194,5.0
3195,5.0
3196,5.0
3197,4.0
3198,4.0
3199,5.0
3200,5.0
3201,5.0
3202,5.0
3203,5.0
3204,5.0
3205,5.0
3206,5.0
3207,5.0
3208,5.0
3209,5.0
3210,4.0
3211,5.0
3212,5.0
3213,5.0
3214,4.0
3215,5.0
3216,4.0
3217,5.0
3218,5.0
3219,4.0
3220,5.0
3221,5.0
3222,4.0
3223,5.0
3224,5.0
3225,4.0
3226,4.0
3227,5.0
3228,4.0
3229,2.0
3230,5.0
3231,5.0
3232,5.0
3233,5.0
3234,5.0
3235,5.0
3236,4.0
3237,5.0
3238,5.0
3239,5.0
3240,4.0
3241,4.0
3242,4.0
3243,5.0
3244,3.0
3245,4.0
3246,4.0
3247,5.0
3248,5.0
3249,5.0
3250,5.0
3251,5.0
3252,5.0
3253,5.0
3254,5.0
3255,5.0
3256,4.0
3257,5.0
3258,5.0
3259,5.0
3260,5.0
3261,5.0
3262,5.0
3263,5.0
3264,4.0
3265,4.0
3266,5.0
3267,5.0
3268,5.0
3269,5.0
3270,5.0
3271,5.0
3272,4.0
3273,5.0
3274,3.0
3275,5.0
3276,4.0
3277,5.0
3278,5.0
3279,5.0
3280,5.0
3281,5.0
3282,5.0
3283,5.0
3284,1.0
3285,5.0
3286,4.0
3287,4.0
3288,5.0
3289,5.0
3290,5.0
3291,4.0
3292,5.0
3293,5.0
3294,5.0
3295,5.0
3296,3.0
3297,5.0
3298,5.0
3299,4.0
3300,5.0
3301,5.0
3302,5.0
3303,5.0
3304,4.0
3305,5.0
3306,5.0
3307,4.0
3308,4.0
3309,5.0
3310,4.0
3311,5.0
3312,5.0
3313,5.0
3314,5.0
3315,5.0
3316,4.0
3317,5.0
3318,5.0
3319,4.0
3320,5.0
3321,4.0
3322,4.0
3323,5.0
3324,5.0
3325,5.0
3326,4.0
3327,4.0
3328,5.0
3329,5.0
3330,4.0
3331,4.0
3332,4.0
3333,5.0
3334,4.0
3335,5.0
3336,5.0
3337,5.0
3338,3.0
3339,5.0
3340,3.0
3341,5.0
3342,3.0
3343,4.0
3344,5.0
3345,5.0
3346,5.0
3347,4.0
3348,5.0
3349,5.0
3350,5.0
3351,5.0
3352,5.0
3353,5.0
3354,4.0
3355,4.0
3356,5.0
3357,4.0
3358,5.0
3359,4.0
3360,4.0
3361,4.0
3362,5.0
3363,2.0
3364,5.0
3365,5.0
3366,5.0
3367,4.0
3368,5.0
3369,4.0
3370,4.0
3371,5.0
3372,5.0
3373,5.0
3374,4.0
3375,5.0
3376,5.0
3377,5.0
3378,4.0
3379,5.0
3380,5.0
3381,5.0
3382,5.0
3383,4.0
3384,4.0
3385,5.0
3386,5.0
3387,5.0
3388,5.0
3389,5.0
3390,5.0
3391,5.0
3392,5.0
3393,5.0
3394,5.0
3395,5.0
3396,5.0
3397,5.0
3398,4.0
3399,4.0
3400,5.0
3401,5.0
3402,5.0
3403,5.0
3404,5.0
3405,5.0
3406,5.0
3407,5.0
3408,4.0
3409,5.0
3410,4.0
3411,5.0
3412,5.0
3413,1.0
3414,5.0
3415,5.0
3416,5.0
3417,4.0
3418,5.0
3419,5.0
3420,5.0
3421,4.0
3422,4.0
3423,5.0
3424,5.0
3425,4.0
3426,5.0
3427,4.0
3428,5.0
3429,3.0
3430,5.0
3431,5.0
3432,3.0
3433,4.0
3434,4.0
3435,5.0
3436,4.0
3437,5.0
3438,5.0
3439,5.0
3440,4.0
3441,5.0
3442,4.0
3443,5.0
3444,5.0
3445,5.0
3446,3.0
3447,5.0
3448,5.0
3449,5.0
3450,5.0
3451,5.0
3452,5.0
3453,5.0
3454,4.0
3455,5.0
3456,4.0
3457,5.0
3458,5.0
3459,4.0
3460,5.0
3461,4.0
3462,5.0
3463,5.0
3464,5.0
3465,5.0
3466,5.0
3467,4.0
3468,3.0
3469,5.0
3470,5.0
3471,4.0
3472,3.0
3473,4.0
3474,3.0
3475,5.0
3476,4.0
3477,5.0
3478,5.0
3479,5.0
3480,5.0
3481,5.0
3482,5.0
3483,5.0
3484,5.0
3485,5.0
3486,4.0
3487,5.0
3488,5.0
3489,4.0
3490,2.0
3491,5.0
3492,5.0
3493,5.0
3494,4.0
3495,5.0
3496,5.0
3497,4.0
3498,4.0
3499,5.0
3500,5.0
3501,4.0
3502,4.0
3503,5.0
3504,4.0
3505,2.0
3506,5.0
3507,5.0
3508,5.0
3509,5.0
3510,5.0
3511,5.0
3512,5.0
3513,5.0
3514,4.0
3515,5.0
3516,5.0
3517,5.0
3518,5.0
3519,5.0
3520,5.0
3521,5.0
3522,5.0
3523,3.0
3524,5.0
3525,5.0
3526,4.0
3527,4.0
3528,5.0
3529,4.0
3530,5.0
3531,3.0
3532,3.0
3533,5.0
3534,5.0
3535,5.0
3536,5.0
3537,5.0
3538,5.0
3539,5.0
3540,5.0
3541,5.0
3542,4.0
3543,5.0
3544,4.0
3545,5.0
3546,5.0
3547,4.0
3548,4.0
3549,3.0
3550,5.0
3551,5.0
3552,5.0
3553,4.0
3554,5.0
3555,4.0
3556,5.0
3557,5.0
3558,4.0
3559,5.0
3560,5.0
3561,5.0
3562,5.0
3563,5.0
3564,5.0
3565,4.0
3566,4.0
3567,3.0
3568,5.0
3569,5.0
3570,5.0
3571,5.0
3572,1.0
3573,5.0
3574,5.0
3575,4.0
3576,5.0
3577,5.0
3578,5.0
3579,5.0
3580,5.0
3581,5.0
3582,4.0
3583,5.0
3584,5.0
3585,5.0
3586,5.0
3587,5.0
3588,5.0
3589,4.0
3590,4.0
3591,5.0
3592,5.0
3593,5.0
3594,5.0
3595,1.0
3596,5.0
3597,4.0
3598,5.0
3599,4.0
3600,3.0
3601,4.0
3602,5.0
3603,4.0
3604,4.0
3605,4.0
3606,5.0
3607,5.0
3608,5.0
3609,5.0
3610,5.0
3611,5.0
3612,5.0
3613,5.0
3614,4.0
3615,5.0
3616,5.0
3617,5.0
3618,4.0
3619,4.0
3620,4.0
3621,5.0
3622,5.0
3623,4.0
3624,5.0
3625,5.0
3626,4.0
3627,4.0
3628,5.0
3629,5.0
3630,5.0
3631,3.0
3632,5.0
3633,4.0
3634,5.0
3635,5.0
3636,5.0
3637,5.0
3638,5.0
3639,5.0
3640,5.0
3641,5.0
3642,5.0
3643,5.0
3644,5.0
3645,4.0
3646,5.0
3647,5.0
3648,5.0
3649,5.0
3650,5.0
3651,5.0
3652,4.0
3653,5.0
3654,2.0
3655,4.0
3656,5.0
3657,5.0
3658,5.0
3659,5.0
3660,5.0
3661,5.0
3662,5.0
3663,4.0
3664,5.0
3665,5.0
3666,5.0
3667,5.0
3668,5.0
3669,3.0
3670,4.0
3671,5.0
3672,5.0
3673,5.0
3674,5.0
3675,5.0
3676,5.0
3677,5.0
3678,5.0
3679,4.0
3680,4.0
3681,5.0
3682,5.0
3683,5.0
3684,5.0
3685,5.0
3686,5.0
3687,4.0
3688,3.0
3689,5.0
3690,4.0
3691,5.0
3692,2.0
3693,5.0
3694,4.0
3695,5.0
3696,5.0
3697,5.0
3698,5.0
3699,5.0
3700,5.0
3701,5.0
3702,5.0
3703,5.0
3704,5.0
3705,5.0
3706,5.0
3707,5.0
3708,5.0
3709,5.0
3710,5.0
3711,5.0
3712,4.0
3713,4.0
3714,5.0
3715,4.0
3716,4.0
3717,3.0
3718,5.0
3719,5.0
3720,5.0
3721,5.0
3722,5.0
3723,5.0
3724,5.0
3725,4.0
3726,4.0
3727,5.0
3728,5.0
3729,5.0
3730,5.0
3731,5.0
3732,5.0
3733,5.0
3734,5.0
3735,5.0
3736,5.0
3737,5.0
3738,4.0
3739,5.0
3740,5.0
3741,1.0
3742,5.0
3743,4.0
3744,5.0
3745,3.0
3746,2.0
3747,5.0
3748,5.0
3749,3.0
3750,4.0
3751,4.0
3752,5.0
3753,5.0
3754,5.0
3755,5.0
3756,4.0
3757,5.0
3758,4.0
3759,5.0
3760,5.0
3761,5.0
3762,5.0
3763,5.0
3764,5.0
3765,1.0
3766,5.0
3767,3.0
3768,5.0
3769,4.0
3770,5.0
3771,5.0
3772,5.0
3773,5.0
3774,5.0
3775,4.0
3776,5.0
3777,4.0
3778,5.0
3779,5.0
3780,5.0
3781,5.0
3782,4.0
3783,5.0
3784,5.0
3785,5.0
3786,4.0
3787,5.0
3788,5.0
3789,2.0
3790,5.0
3791,4.0
3792,5.0
3793,3.0
3794,5.0
3795,5.0
3796,5.0
3797,5.0
3798,5.0
3799,5.0
3800,5.0
3801,5.0
3802,5.0
3803,5.0
3804,5.0
3805,5.0
3806,1.0
3807,5.0
3808,5.0
3809,5.0
3810,2.0
3811,5.0
3812,5.0
3813,5.0
3814,3.0
3815,5.0
3816,5.0
3817,5.0
3818,5.0
3819,5.0
3820,5.0
3821,4.0
3822,5.0
3823,3.0
3824,4.0
3825,4.0
3826,5.0
3827,4.0
3828,4.0
3829,5.0
3830,5.0
3831,5.0
3832,5.0
3833,5.0
3834,2.0
3835,5.0
3836,5.0
3837,4.0
3838,5.0
3839,5.0
3840,5.0
3841,5.0
3842,5.0
3843,5.0
3844,5.0
3845,5.0
3846,4.0
3847,4.0
3848,5.0
3849,3.0
3850,3.0
3851,5.0
3852,5.0
3853,5.0
3854,5.0
3855,5.0
3856,4.0
3857,5.0
3858,2.0
3859,5.0
3860,5.0
3861,5.0
3862,4.0
3863,5.0
3864,5.0
3865,3.0
3866,5.0
3867,5.0
3868,5.0
3869,5.0
3870,5.0
3871,4.0
3872,4.0
3873,3.0
3874,3.0
3875,5.0
3876,5.0
3877,4.0
3878,5.0
3879,5.0
3880,5.0
3881,5.0
3882,4.0
3883,4.0
3884,5.0
3885,5.0
3886,5.0
3887,4.0
3888,5.0
3889,4.0
3890,4.0
3891,5.0
3892,5.0
3893,4.0
3894,4.0
3895,4.0
3896,4.0
3897,1.0
3898,5.0
3899,5.0
3900,5.0
3901,5.0
3902,4.0
3903,4.0
3904,5.0
3905,5.0
3906,5.0
3907,4.0
3908,5.0
3909,5.0
3910,4.0
3911,5.0
3912,5.0
3913,5.0
3914,5.0
3915,4.0
3916,4.0
3917,4.0
3918,5.0
3919,5.0
3920,5.0
3921,4.0
3922,1.0
3923,5.0
3924,5.0
3925,3.0
3926,4.0
3927,5.0
3928,5.0
3929,5.0
3930,5.0
3931,5.0
3932,5.0
3933,5.0
3934,5.0
3935,5.0
3936,5.0
3937,4.0
3938,4.0
3939,5.0
3940,5.0
3941,5.0
3942,5.0
3943,4.0
3944,5.0
3945,4.0
3946,5.0
3947,5.0
3948,4.0
3949,5.0
3950,5.0
3951,4.0
3952,5.0
3953,5.0
3954,5.0
3955,3.0
3956,4.0
3957,5.0
3958,5.0
3959,4.0
3960,5.0
3961,5.0
3962,5.0
3963,3.0
3964,5.0
3965,5.0
3966,5.0
3967,5.0
3968,5.0
3969,4.0
3970,5.0
3971,1.0
3972,5.0
3973,5.0
3974,5.0
3975,5.0
3976,5.0
3977,5.0
3978,4.0
3979,5.0
3980,4.0
3981,5.0
3982,4.0
3983,5.0
3984,4.0
3985,5.0
3986,5.0
3987,5.0
3988,5.0
3989,5.0
3990,5.0
3991,5.0
3992,5.0
3993,5.0
3994,5.0
3995,3.0
3996,5.0
3997,5.0
3998,4.0
3999,5.0
4000,5.0
4001,4.0
4002,5.0
4003,4.0
4004,3.0
4005,5.0
4006,3.0
4007,5.0
4008,5.0
4009,5.0
4010,5.0
4011,4.0
4012,5.0
4013,4.0
4014,5.0
4015,5.0
4016,4.0
4017,4.0
4018,3.0
4019,4.0
4020,5.0
4021,5.0
4022,5.0
4023,5.0
4024,5.0
4025,4.0
4026,3.0
4027,5.0
4028,5.0
4029,5.0
4030,4.0
4031,5.0
4032,4.0
4033,5.0
4034,5.0
4035,5.0
4036,5.0
4037,4.0
4038,5.0
4039,5.0
4040,4.0
4041,4.0
4042,4.0
4043,5.0
4044,5.0
4045,5.0
4046,5.0
4047,4.0
4048,5.0
4049,5.0
4050,5.0
4051,5.0
4052,5.0
4053,5.0
4054,5.0
4055,4.0
4056,4.0
4057,5.0
4058,5.0
4059,3.0
4060,4.0
4061,4.0
4062,5.0
4063,5.0
4064,1.0
4065,5.0
4066,5.0
4067,5.0
4068,5.0
4069,5.0
4070,4.0
4071,4.0
4072,5.0
4073,5.0
4074,5.0
4075,5.0
4076,4.0
4077,5.0
4078,4.0
4079,5.0
4080,5.0
4081,4.0
4082,4.0
4083,5.0
4084,4.0
4085,5.0
4086,5.0
4087,4.0
4088,5.0
4089,5.0
4090,5.0
4091,4.0
4092,4.0
4093,5.0
4094,5.0
4095,4.0
4096,4.0
4097,5.0
4098,5.0
4099,5.0
4100,5.0
4101,5.0
4102,5.0
4103,5.0
4104,5.0
4105,4.0
4106,4.0
4107,5.0
4108,2.0
4109,5.0
4110,5.0
4111,5.0
4112,4.0
4113,5.0
4114,5.0
4115,3.0
4116,5.0
4117,5.0
4118,5.0
4119,5.0
4120,4.0
4121,5.0
4122,4.0
4123,5.0
4124,5.0
4125,5.0
4126,5.0
4127,5.0
4128,5.0
4129,4.0
4130,4.0
4131,5.0
4132,5.0
4133,4.0
4134,4.0
4135,5.0
4136,2.0
4137,5.0
4138,5.0
4139,5.0
